Word,Loglikelihood
cappie,-1.368662853
capping,-1.08098078
cappomaggi,-0.675515672
cappuccino,-0.675515672
cappucino,1.116243797
cappy,-2.061810033
capra,-1.206143923
capracornbr,0.710778689
capralike,0.710778689
capramccarey,-0.675515672
capri,-1.23513146
caprica,-2.547317849
caprican,-0.675515672
caprice,-1.928278641
capricious,-1.591806404
capricornbr,-0.675515672
caprio,1.116243797
caprios,-0.675515672
capshaw,-0.3878336
capshawbr,0.710778689
capshaws,0.017631508
capshawshes,-0.675515672
capsized,-1.08098078
capstone,0.710778689
capsule,0.017631508
capt,0.254020287
captain,-0.085177985
captainbr,1.40392587
captainfirst,-0.675515672
captainsavetheday,0.710778689
captian,0.017631508
caption,0.469616632
captioned,-0.675515672
captioning,0.017631508
captioningmine,-0.675515672
captionsincluding,-0.675515672
captivate,-0.452372121
captivated,-1.486445888
captivatedbr,-0.675515672
captivates,-2.179593069
captivating,-1.352914496
captivatingly,-0.675515672
captivation,-0.3878336
captive,0.283334674
captivity,0.893100246
captivitybr,-0.675515672
captor,0.285895495
captorbr,-0.675515672
capture,-0.898659223
capturebr,0.710778689
captured,-0.498001817
capturedbr,-0.675515672
capturelike,1.116243797
capturesbr,-0.675515672
capturing,-0.557732636
capucine,-0.675515672
capulet,-1.08098078
caputured,0.710778689
car,0.346440872
cara,-0.115899884
carabatsos,0.710778689
carabiner,0.710778689
caracas,0.710778689
carachters,-0.675515672
caracortada,-0.675515672
caramel,-0.675515672
carano,0.710778689
caranoi,0.710778689
caras,0.710778689
carasso,-0.675515672
carat,-0.675515672
caravaggio,1.752232564
caravan,-2.284953585
carax,-0.318840728
caraxs,-1.08098078
carbash,0.710778689
carbine,-0.3878336
carboard,1.116243797
carboat,-0.675515672
carbon,1.722379601
carbone,-0.675515672
carbr,0.828561725
carbut,1.40392587
carbutwhen,0.710778689
carcass,-0.270050564
carchase,-0.675515672
carchasebr,-0.675515672
carchases,-0.675515672
carchasing,-0.675515672
carcrash,1.40392587
card,0.468465222
cardassian,1.116243797
cardboard,1.471065172
cardboardbr,0.710778689
cardboardthin,1.116243797
cardcarrying,0.710778689
cardelini,-1.08098078
cardella,-1.08098078
cardelli,1.116243797
cardellini,0.710778689
cardenaswho,0.710778689
carders,-0.675515672
cardeven,1.40392587
cardiac,0.017631508
cardiff,-1.591806404
cardinal,0.305313581
cardinale,-0.675515672
cardinalshe,-0.675515672
cardindex,-0.675515672
cardiovascular,-0.675515672
cardona,-1.08098078
cardonas,0.710778689
cardone,0.423096617
cardones,-0.675515672
cardos,-1.08098078
cardplaying,-0.675515672
cardsbr,-0.675515672
cardsharp,-0.675515672
cardwhich,0.710778689
care,0.287973538
carealot,-0.675515672
carealotbr,-0.675515672
carebr,0.955901147
carector,-0.675515672
cared,0.285895495
caredand,1.116243797
caredbr,0.710778689
caredfor,-0.675515672
careen,0.017631508
careening,-1.368662853
career,-0.178410113
careerand,-0.675515672
careerbr,0.289565224
careerburying,0.710778689
careerbut,0.423096617
careerdefining,-1.08098078
careerending,-0.675515672
careerestranha,-0.675515672
careeri,-1.08098078
careering,-0.675515672
careerism,1.627069421
careerjessica,-0.675515672
careersbr,-0.270050564
careersjennilee,0.710778689
careerâ,0.710778689
careeven,0.710778689
carefree,-0.557732636
careful,-0.530934443
carefull,0.710778689
carefully,-0.628995656
carefullybr,-1.08098078
carefullycaught,-0.675515672
carefullycrafted,-0.675515672
carefullynow,1.116243797
carefullythere,1.40392587
carefulwhere,-0.675515672
carefuly,-0.675515672
caregiver,-0.675515672
carel,-0.270050564
careless,0.423096617
carelessbr,-0.675515672
carelessly,0.017631508
carelessness,0.710778689
carelessnessthe,-0.675515672
carell,-0.365360744
carellbr,-0.675515672
carells,0.806088869
carelton,-0.675515672
carer,0.423096617
carerra,-1.368662853
caresanywaythats,1.116243797
caresbr,1.116243797
caresmuch,1.116243797
caress,-1.591806404
caressing,0.828561725
caresâ,-0.675515672
caretaker,-0.046907013
caretakeralthough,-0.675515672
carethe,-0.675515672
carey,-0.1985916
careybr,0.423096617
careys,1.627069421
careâ,0.710778689
carface,0.135414544
carfaces,1.116243797
carfax,-1.368662853
carfully,-0.675515672
cargene,-0.675515672
cargo,0.844310082
cargobr,-0.675515672
carhart,-1.08098078
caribbean,0.08217003
caribe,0.710778689
caribean,-0.675515672
caribou,-1.08098078
caricatural,0.710778689
caricature,0.25530316
caricaturebr,-0.675515672
caricatured,0.710778689
caricaturesbr,0.710778689
caricaturing,0.710778689
caricaturish,-0.675515672
caricaturist,-1.08098078
caricodamore,0.710778689
caries,-0.675515672
carina,1.627069421
caring,0.319299823
caringa,1.40392587
caringbr,0.710778689
cariou,-1.774127961
carious,-0.675515672
carito,1.116243797
carjacking,-0.675515672
carl,-0.6014077
carla,-1.186341296
carla04,0.710778689
carlamborghini,-0.675515672
carlas,-1.591806404
carle,-0.493194115
carley,-1.08098078
carli,-0.675515672
carlin,-1.304124332
carlino,0.710778689
carlins,0.710778689
carlise,1.116243797
carlisle,1.116243797
carlisles,1.116243797
carlito,2.582580866
carlitos,2.054513436
carlo,0.646240168
carload,0.710778689
carlos,-0.015158314
carlottai,-0.675515672
carls,0.423096617
carlsbad,0.017631508
carlsen,-1.774127961
carlson,-2.179593069
carlsons,0.528457132
carlton,-0.136519171
carly,0.779771561
carlyle,0.389195065
carlylebr,-0.675515672
carlylse,1.116243797
carlys,2.09707305
carman,-0.675515672
carmela,-1.08098078
carmen,-0.400103692
carmens,-1.591806404
carmichael,0.710778689
carmilla,0.710778689
carmina,-0.675515672
carmine,0.998460761
carmody,0.710778689
carnacina,0.710778689
carnaevonbr,-0.675515672
carnage,-0.240197601
carnagesurrounded,1.116243797
carnagie,-1.08098078
carnal,-1.687116584
carnality,-0.3878336
carnby,1.963541658
carne,1.116243797
carnegie,1.116243797
carnelutti,1.116243797
carnes,-0.675515672
carney,-0.898659223
carneys,-0.675515672
carnival,0.104642885
carnivale,0.017631508
carnivalhuckster,1.116243797
carnivore,0.710778689
carnivorous,1.40392587
carnosaur,3.451618713
carnosours,0.710778689
carny,-1.08098078
carnã,-0.675515672
carnãs,-1.08098078
caro,2.320216601
carof,-0.675515672
carol,-1.154005915
carole,0.998460761
caroleen,1.116243797
carolina,-0.056476464
carolinabr,-1.08098078
caroline,-0.803349044
caroll,0.305313581
carolyn,0.017631508
caron,-1.032190616
carons,0.305313581
carotids,-0.675515672
carouse,-0.675515672
carousel,-1.928278641
carousing,0.710778689
carp,-1.08098078
carpathia,0.710778689
carpathian,0.24077506
carpe,-0.675515672
carpenter,-0.289853191
carper,-1.08098078
carpet,-0.512996743
carpethia,-0.675515672
carping,0.93392224
carpus,-0.675515672
carr,0.998460761
carradine,0.4122857
carradineava,-0.675515672
carradinehe,-0.675515672
carradinein,0.710778689
carradines,0.93392224
carre,-0.3878336
carrebr,0.710778689
carree,-0.675515672
carrefourbr,-0.675515672
carrel,1.627069421
carrell,-0.467876307
carrer,-0.675515672
carrera,0.199953065
carreras,0.710778689
carrere,0.998460761
carrey,0.371803322
carreyi,-0.675515672
carreys,0.423096617
carriage,-1.668767445
carriagebr,-0.675515672
carribbean,-0.675515672
carribien,1.40392587
carricatures,1.116243797
carridine,-1.08098078
carridinetakes,-0.675515672
carrie,-0.440201585
carrieann,-0.675515672
carrieanne,-1.774127961
carriebr,-0.675515672
carried,0.117714967
carrier,0.262753967
carrigmore,-0.675515672
carrillo,-0.675515672
carrington,1.963541658
carriãre,-0.675515672
carrol,0.017631508
carroll,-1.23513146
carrols,-1.08098078
carrot,1.439017189
carrotblanca,-0.675515672
carrothaters,-0.675515672
carrott,1.116243797
carrs,-0.675515672
carruthers,-0.675515672
carry,-0.109598666
carrybr,-0.675515672
carrying,-0.05874147
carryon,0.710778689
carrã,0.710778689
carrãre,-2.179593069
carrãres,-0.675515672
carrãresgãrald,-0.675515672
carsbr,1.116243797
carson,-0.284649363
carsonbr,-0.675515672
carsonstyle,-0.675515672
carsonthat,0.710778689
carssock,0.710778689
carsstreet,-0.675515672
carsten,-0.675515672
carstone,-0.675515672
carsweak,-0.675515672
cart,0.374306452
cartas,-0.675515672
carted,0.710778689
cartel,0.017631508
carteloise,0.710778689
carter,-0.370134023
carterbr,-0.675515672
carteri,0.710778689
carthage,-0.675515672
carthe,0.710778689
carthievery,-0.675515672
cartier,-0.675515672
cartilage,-0.675515672
cartland,0.710778689
cartload,-0.675515672
cartman,-1.08098078
cartmankyle,-1.08098078
cartocar,0.710778689
cartographer,-1.08098078
carton,0.24077506
cartoon,-0.266997126
cartoonbr,0.24077506
cartooncomic,0.710778689
cartoonif,0.710778689
cartoonish,1.14903362
cartoonishly,-0.675515672
cartoonishness,1.40392587
cartoonist,0.017631508
cartoonistillustrator,-0.675515672
cartoonland,-0.675515672
cartoonlike,0.577247296
cartoonsbr,0.017631508
cartoonstyle,-0.675515672
cartoonvoiced,0.710778689
cartoony,0.374306452
cartridge,-0.675515672
cartwheel,-0.3878336
cartwheeling,-0.675515672
cartwright,-2.978100765
cartwrightdan,-0.675515672
cartwrightetc,-0.675515672
caruso,-1.828195182
carusobr,-0.675515672
carusowhich,-0.675515672
carvalho,-0.675515672
carvan,-0.675515672
carve,0.710778689
carved,0.305313581
carvedteak,-0.675515672
carver,1.116243797
carves,1.116243797
carving,0.017631508
carwashes,1.116243797
carwhy,0.710778689
cary,-0.130788497
caryhiroyuki,0.017631508
carys,0.710778689
casa,0.911449384
casablanca,-0.675515672
casablanca_,-0.675515672
casablancabr,-0.675515672
casablance,-0.675515672
casal,-0.675515672
casanova,-0.136519171
casares,-0.675515672
casbr,-0.675515672
cascade,0.710778689
cascadiacon,-0.675515672
cascading,-0.675515672
case,0.136347815
caseat,-0.675515672
casebr,0.510107994
casecheck,-0.675515672
caseit,0.017631508
caselli,-0.675515672
caseof,-0.675515672
casepain,-0.675515672
casestyle,-0.675515672
casethat,1.40392587
casette,-0.675515672
casewhy,-0.675515672
casey,0.171782188
caseys,-1.08098078
cash,0.62943305
cashbr,0.017631508
cashdeficient,0.710778689
cashed,0.528457132
cashen,1.116243797
cashescape,-0.675515672
cashforbr,0.710778689
cashgrab,0.423096617
cashier,0.710778689
cashin,1.521708905
cashing,1.116243797
cashins,1.40392587
cashman,0.710778689
cashor,0.710778689
casimir,0.017631508
casing,0.305313581
casino,-0.610977151
casio,1.809390978
casket,-0.857837229
casnoff,-0.675515672
casomai,-1.08098078
caspar,0.017631508
casper,0.423096617
caspian,-0.675515672
cassandra,-0.193677585
cassavetes,-2.294903915
cassavetess,-0.675515672
cassavettes,-1.486445888
cassavettess,-1.774127961
cassel,-1.08098078
cassell,-0.675515672
cassels,-0.3878336
casselso,0.710778689
casserole,-0.675515672
cassette,-0.493194115
cassetti,0.710778689
cassevetes,-1.591806404
cassidy,-0.803349044
cassidys,-2.061810033
cassie,-0.21875727
cassiezach,0.710778689
cassinelli,0.017631508
cassini,0.017631508
cassino,-0.675515672
cassio,-1.08098078
cassius,0.710778689
cast,-0.118460705
casta,-0.675515672
castamong,-0.675515672
castand,0.710778689
castaway,0.017631508
castbr,-0.916677729
castcharacters,0.017631508
castcrew,-0.675515672
caste,-0.077678671
casted,0.017631508
castedscripted,-0.675515672
castel,1.116243797
castellaneta,-0.675515672
castellano,-0.675515672
castellari,0.305313581
castellaris,-0.675515672
castellitos,-0.675515672
castellitto,-2.380263764
castelnuovo,1.627069421
castelnuovos,1.116243797
castelo,-0.675515672
caster,0.017631508
casteveryone,-0.675515672
castgreat,-0.675515672
casthis,-0.675515672
casti,-1.08098078
castigate,-0.675515672
castigated,0.423096617
castigates,0.710778689
castigating,-0.675515672
castincluding,-0.675515672
casting,0.127632404
castingbr,-1.368662853
castinggreat,-0.675515672
castingmr,-0.675515672
castingthe,0.710778689
castit,0.710778689
castle,-0.391747499
castleand,1.116243797
castlebr,0.017631508
castleeach,-0.675515672
castlefallons,1.116243797
castlewhere,-0.675515672
castlists,0.710778689
castlocation,0.710778689
castmatesbr,0.710778689
castmember,-0.675515672
castmembers,1.40392587
castnice,-0.675515672
castno,-0.675515672
castoffs,0.710778689
castorini,-1.368662853
castrate,-0.675515672
castrated,0.423096617
castrating,0.710778689
castration,0.528457132
castrationbut,-0.675515672
castrato,0.017631508
castro,1.116243797
castron,-0.675515672
castthat,-0.675515672
castthats,0.710778689
castthis,0.710778689
castthough,0.710778689
castwilliam,-0.675515672
castâincluding,-0.675515672
castâs,-0.675515672
casual,-0.6014077
casually,-0.675515672
casualness,-1.08098078
casualty,-0.993969403
casualtybr,0.017631508
casued,-0.675515672
cat,0.008742561
cat6dd,0.710778689
cataclysm,-0.675515672
cataclysmic,-1.08098078
catacomb,-1.08098078
catalina,-1.08098078
catalog,-0.570155156
catalogbr,-0.675515672
cataloging,-0.675515672
catalogue,-0.115899884
cataloguebr,-0.675515672
cataloguing,-0.675515672
catalonia,1.116243797
catalunya,-1.368662853
catalysis,-0.675515672
catalyst,0.24077506
catalyzed,0.017631508
catandmouse,-0.829666352
catapult,0.017631508
catapulted,0.017631508
catapulting,-0.675515672
catastrophe,0.199953065
catastrophebr,0.017631508
catastrophic,0.151162901
catastrophically,1.40392587
catatonia,1.40392587
catatoniabr,1.40392587
catatonic,1.02923242
catbr,1.196286505
catch,-0.428394122
catch22,0.017631508
catch22br,0.710778689
catchall,-0.675515672
catchbr,-0.675515672
catchem,1.116243797
catcher,0.017631508
catchfire,0.710778689
catchier,-1.08098078
catching,0.017631508
catchingbut,-0.675515672
catchphrase,0.556628009
catchphrasesbr,-0.675515672
catchphrasesunlike,-0.675515672
catchup,0.710778689
catchy,-0.23368292
catchybr,-1.08098078
catchylove,-0.675515672
catchâ,-0.675515672
catcus,-0.675515672
catdog,0.710778689
cate,-1.368662853
categoriesbr,0.710778689
categoriesperhaps,-0.675515672
categorisationbr,-0.675515672
categorise,-0.675515672
categorised,-0.675515672
categorization,0.710778689
categorize,0.017631508
categorized,0.017631508
categorizing,1.40392587
category,0.436000021
categorybr,0.893100246
cater,-0.136519171
catered,0.577247296
caterer,1.40392587
catering,0.24077506
cateringbr,1.116243797
caterpillar,0.305313581
caters,0.199953065
caterwauling,0.017631508
cates,0.374306452
catfamiliar,-0.675515672
catfight,0.710778689
catfighting,1.116243797
catfights,0.017631508
catharsis,-0.541984279
catharthic,-0.675515672
cathartic,-0.541984279
cathedral,0.605418173
cathedralshaped,-0.675515672
catherine,0.231779497
cathering,0.710778689
cathie,-0.675515672
cathode,0.017631508
catholic,0.469616632
catholicbr,1.116243797
catholicfathered,0.710778689
catholicism,0.710778689
catholicsuperstitioussuspense,0.710778689
catholique,-0.675515672
catholiques,-0.675515672
catholisism,-0.675515672
cathryn,-1.08098078
cathy,-1.368662853
cathys,-0.675515672
catiii,-1.774127961
catkilling,1.116243797
catlike,-1.08098078
catlin,-0.675515672
catlover,0.710778689
catologed,1.116243797
caton,0.710778689
catonjones,0.710778689
catos,-0.675515672
catsbr,1.809390978
catscan,0.710778689
catscratch,-1.368662853
catskill,-1.08098078
catskills,0.017631508
catskillslike,-0.675515672
catspaw,-1.08098078
catstyle,-0.675515672
catsuit,0.017631508
cattivi,-0.675515672
cattle,-0.516450977
cattleman,-0.898659223
cattlemanthere,-0.675515672
cattlemanâ,-0.675515672
cattlenow,-0.675515672
cattlett,1.116243797
cattrall,0.710778689
cattrallwho,1.116243797
cattryingtocatchbird,-0.675515672
catty,0.864929369
catwalk,-1.368662853
catwoman,-1.591806404
catwomanish,-0.675515672
catwomanly,-0.675515672
catwomans,-0.3878336
catwomanselina,-0.675515672
catwomen,-1.08098078
caucasian,0.112941688
caucescu,0.710778689
caudill,0.710778689
caudillos,-0.675515672
cauffiel,-0.675515672
caugh,0.710778689
caught,-0.360130997
caughtbr,1.116243797
caughtbreath,-0.675515672
caughtedward,-0.675515672
cauldron,-0.270050564
caulfield,-0.675515672
cauliflower,-0.675515672
caultron,-0.675515672
causal,0.710778689
causality,-0.675515672
causalitybr,-0.675515672
causally,0.710778689
causation,1.116243797
cause,-0.061805322
causebr,-1.08098078
caused,-0.152994009
causesbr,0.710778689
causeway,-0.675515672
causing,0.115269978
caustic,-0.675515672
cauterizes,0.710778689
caution,-0.287750141
cautionary,-1.304124332
cautionbr,-1.08098078
cautionpossible,-0.675515672
cautious,-1.591806404
cautiously,-0.270050564
cavalcade,-1.08098078
cavalier,-0.675515672
cavalierbr,0.710778689
cavallo,-0.675515672
cavalry,-1.463973032
cavalryman,0.017631508
cavanagh,-1.08098078
cavanaugh,0.017631508
cavandish,-0.675515672
cave,1.296505621
caveat,-0.493194115
cavebr,0.710778689
caved,1.627069421
cavefashionmodels,0.710778689
cavein,-0.675515672
cavelike,0.017631508
cavelleri,0.710778689
caveman,1.914751493
cavemenlooking,1.627069421
cavendish,-0.675515672
caver,0.710778689
cavern,0.893100246
cavernous,0.528457132
cavernously,1.116243797
cavers,0.710778689
caveteen,0.710778689
cavett,-1.368662853
cavewhy,1.116243797
cavewoman,0.710778689
caviar,-0.675515672
caviezel,-0.675515672
cavil,-0.675515672
caving,1.627069421
cavity,0.423096617
cavort,0.710778689
cavorting,-0.205512043
cavorts,0.710778689
caw,-1.368662853
cawing,-0.675515672
cawley,-0.675515672
cay,-0.675515672
cayenne,-0.675515672
cayman,1.40392587
cazalet,-0.675515672
cb,0.017631508
cb4,-1.08098078
cbbc,0.710778689
cbc,0.973142954
cbr,-0.3878336
cbs,-0.205512043
cbss,1.627069421
cbtl,1.116243797
cc,0.017631508
cccc,-1.591806404
ccd,-1.08098078
cclass,0.710778689
ccscd212,-0.675515672
ccthemoviemans,-0.675515672
cctv,-0.3878336
cd,-0.031158656
cda,-0.675515672
cdbr,-0.3878336
cdc,1.963541658
cddont,0.710778689
cdg,-0.675515672
cdn,-0.675515672
cdroms,0.710778689
cdwhen,-0.675515672
ce,-1.08098078
ceasar,0.528457132
ceasarean,-0.675515672
cease,-0.9268301
ceased,-0.898659223
ceaseless,-1.368662853
ceaselessly,-1.08098078
ceausescu,0.710778689
cec,-0.675515672
cece,1.40392587
cecil,-0.190007856
cecile,0.017631508
cecilia,-0.270050564
cecille,0.710778689
cecily,2.320216601
cedar,0.423096617
ceded,-0.675515672
ceding,-0.675515672
cedrac,1.116243797
cedric,-0.300822223
cedricandre,0.710778689
cedrics,-0.675515672
cegid,-1.368662853
cehovian,-0.675515672
ceiling,0.543724604
ceilingmirrorbr,-0.675515672
ceilingsbr,-0.675515672
ceilingsperhaps,-0.675515672
cel,-1.08098078
celario,-0.675515672
cele,0.710778689
celeb,0.710778689
celebei,-1.368662853
celebi,-1.08098078
celebrate,-0.92063813
celebratebr,0.710778689
celebrated,-0.270050564
celebratedbr,0.710778689
celebrates,-0.588504295
celebrating,-0.541984279
celebration,-0.604898105
celebrationbr,-1.08098078
celebrationsbr,0.017631508
celebratory,0.423096617
celebridee,-0.675515672
celebrity,-0.318840728
celebs,-0.675515672
celery,1.116243797
celesta,1.116243797
celeste,0.423096617
celestial,-1.591806404
celestine,1.116243797
celi,-0.675515672
celia,-0.493194115
celiahis,-0.675515672
celibacybr,0.710778689
celibate,-1.08098078
celie,0.24077506
celies,0.710778689
celina,1.116243797
celine,-1.161023488
celines,-1.08098078
celinska,-0.675515672
cell,0.145885844
cellach,-1.591806404
cellar,0.998460761
cellarbr,1.116243797
cellbr,0.423096617
cellfour,-0.675515672
celling,-0.675515672
cellit,-0.675515672
cellmate,-1.08098078
cellmates,-0.675515672
cellmatesa,-0.675515672
cellmysteriously,-0.675515672
cello,1.40392587
cellphone,1.221604313
cellphoneringing,-0.675515672
cellular,1.116243797
cellularis,-0.675515672
celluloid,0.874103745
celluloidal,0.710778689
celluloidbr,-1.08098078
celluloidparticularly,0.710778689
celluloidthats,1.40392587
celluloidthe,0.710778689
cellulose,-0.675515672
celozzi,0.710778689
cels,-0.675515672
celso,-1.08098078
celtic,-1.08098078
cement,0.838612061
cemented,0.24077506
cementhead,-1.591806404
cementheads,-0.675515672
cementing,-0.675515672
cemetery,0.187530545
cemeteryand,0.710778689
cemeterymovie,-0.675515672
cena,-0.452372121
cenas,-0.675515672
cenix,0.710778689
censor,-0.434353615
censored,0.017631508
censoredbr,1.116243797
censoredharry,-0.675515672
censoring,-0.675515672
censorship,-0.815277614
censorshipbr,-0.675515672
censure,0.017631508
censured,0.710778689
cent,0.283334674
centaur,0.710778689
centavo,-0.675515672
centenary,-1.08098078
centennial,-1.08098078
center,-0.712787067
centerbr,-1.368662853
centerbut,-0.675515672
centered,0.423096617
centeredness,-0.675515672
centerers,-0.675515672
centerfielder,-0.675515672
centerfold,0.864929369
centering,-0.318840728
centerline,1.116243797
centerpiece,-1.486445888
centerpoint,-0.675515672
centerstage,0.423096617
centimeter,-0.675515672
centipede,-0.675515672
centipedesnake,-0.675515672
centipedesnakescorpionlizardtoad,-0.675515672
central,-0.09524784
centralbr,-1.08098078
centrality,-0.675515672
centralized,-1.08098078
centre,-0.012221455
centrebr,0.017631508
centred,0.305313581
centrepiece,-1.08098078
centrifuged,-0.675515672
centring,-0.675515672
centsbr,-0.675515672
centuriesbr,0.710778689
centurion,-1.08098078
century,-0.584390272
centuryandahalf,1.40392587
centurybr,-0.857837229
centuryfox,-0.898659223
centuryold,1.40392587
centurythe,-1.08098078
ceo,0.017631508
ceopoliticianlawyer,0.710778689
cephallonia,-1.08098078
cepholonia,-1.08098078
cerabal,-1.08098078
ceramic,0.305313581
ceravamo,-0.675515672
cerberus,0.710778689
cerchi,1.40392587
cercle,-2.284953585
cercueils,0.710778689
cerdas,-1.08098078
cerdã,1.627069421
cereal,1.116243797
cerebral,-1.879488476
cerebralbut,-0.675515672
cerebrally,-0.675515672
ceremonial,-0.270050564
ceremoniously,-0.675515672
ceremony,0.497204589
ceremonybr,0.710778689
ceremonythe,0.710778689
cern,0.93392224
cerns,-0.675515672
cero,-0.675515672
cert,0.710778689
certain,-0.423909656
certainbr,-0.675515672
certainly,-0.278585466
certainlyand,0.710778689
certainlyyou,-0.675515672
certainty,-0.350093272
certaintybr,0.710778689
certifiable,-1.08098078
certifiably,2.09707305
certificate,0.151162901
certificatebr,-1.08098078
certificated,0.710778689
certification,0.017631508
certified,0.017631508
certify,-1.08098078
certifying,-0.675515672
certitude,-0.675515672
certo,0.710778689
cervellocat,-0.675515672
cervera,-1.368662853
cervi,-0.675515672
cesar,-1.011987909
cesare,-1.08098078
cesars,-0.675515672
cespi,-0.675515672
cessation,-1.08098078
cesspool,0.423096617
cest,-0.3878336
cetcand,-0.675515672
cetera,-0.270050564
ceylan,-1.368662853
ceylans,-1.368662853
ceylon,0.354103745
ceza,-1.08098078
cf,0.528457132
cff,-0.675515672
cfto,1.40392587
cftosaturday,1.40392587
cftotv,1.40392587
cg,0.15483263
cgg,0.710778689
cgi,0.878352389
cgianimated,0.710778689
cgibr,0.017631508
cgid,1.40392587
cgidriven,0.710778689
cgied,-0.675515672
cgihalve,1.116243797
cgiing,-0.675515672
cginserts,-0.675515672
cgis,-0.3878336
cgitechniques,0.710778689
cgiwitch,1.116243797
cgiâand,1.116243797
cgliveaction,1.116243797
cgrade,2.214856086
cgs,-0.675515672
ch,-1.368662853
chaar,-0.675515672
chabat,-0.675515672
chabats,-0.675515672
chabert,-0.493194115
chabet,0.710778689
chabon,1.40392587
chabot,1.627069421
chabots,1.116243797
chabrol,0.528457132
chabrols,0.528457132
chaco,0.710778689
chacotero,-0.675515672
chacun,-0.675515672
chad,-0.570155156
chadha,-1.08098078
chadhabr,-0.675515672
chadhas,-0.675515672
chador,-0.675515672
chadwick,0.710778689
chafe,-0.675515672
chafed,1.116243797
chagall,-0.675515672
chagrin,-0.136519171
chagrined,-0.675515672
chahine,-0.829666352
chahines,-1.368662853
chahiyye,0.710778689
chahracters,1.116243797
chai,-1.08098078
chaillot,-0.675515672
chain,-0.637294459
chainbr,-1.368662853
chained,-0.164690048
chaingun,-0.675515672
chainguns,-0.675515672
chaining,-1.08098078
chainmail,-1.08098078
chainsaw,0.268945937
chainsawetc,-0.675515672
chainsawing,-0.675515672
chainsawwielding,-0.675515672
chainsmoking,0.577247296
chainstores,-0.675515672
chainwhipping,-0.675515672
chair,0.210822738
chairbr,0.423096617
chaired,-0.675515672
chairin,-0.675515672
chairman,1.116243797
chairperson,-0.675515672
chaise,0.017631508
chakiris,-0.675515672
chakkarvarthy,-0.675515672
chakkraphat,1.116243797
chakotay,1.116243797
chakra,0.710778689
chakushin,0.710778689
chal,-0.675515672
chalfant,-0.675515672
chaliapin,0.017631508
chalice,1.963541658
chalk,-0.744508544
chalkboard,1.40392587
chalked,-0.675515672
chalkwhite,-0.675515672
chalky,-0.675515672
challen,-1.368662853
challenge,-0.890627052
challengeattempt,0.710778689
challenged,-0.628995656
challengedbr,1.627069421
challenger,1.116243797
challenging,-0.447731741
challinghamreah,-0.675515672
challnges,-0.675515672
challybr,0.710778689
chalo,-1.928278641
chalta,-0.675515672
chalte,-1.08098078
chambara,-1.591806404
chamber,0.14546488
chamberlain,-3.026890929
chamberland,-0.675515672
chamberlin,-0.675515672
chamberlins,0.710778689
chambermaid,0.017631508
chamchas,-0.675515672
chameleon,-2.179593069
chameleonic,-0.675515672
chameleonlike,-0.675515672
chamionship,0.710778689
champ,-0.493194115
champagne,0.623767312
champaign,1.116243797
champaignbottle,-0.675515672
champaignbr,1.116243797
champion,-0.524692782
championed,-1.368662853
championing,1.116243797
championship,-0.29252342
championship6,-0.675515672
championship9,-0.675515672
championshipbr,-1.591806404
champlain,-3.073410945
champlaine,-0.675515672
champmathieu,1.627069421
chan,-0.41478941
chanbr,1.116243797
chance,-0.37633922
chance8,-0.675515672
chance9,-0.675515672
chancebr,-0.541984279
chanced,-1.08098078
chancehow,-0.675515672
chanceif,-1.08098078
chancellor,0.017631508
chancellorwhere,-0.675515672
chancemet,-0.675515672
chancer,1.116243797
chancery,-1.08098078
chancethe,-0.675515672
chancethere,-0.675515672
chancewellmaybe,-0.675515672
chancho,1.116243797
chand,-0.675515672
chandelere,-0.675515672
chandelier,0.017631508
chandelierbr,1.116243797
chandler,-0.75555838
chandlerkristen,-0.675515672
chandni,0.305313581
chandon,1.40392587
chandons,0.710778689
chandra,1.627069421
chandrasekhar,-0.3878336
chandu,-0.164690048
chaney,0.577247296
chaneys,-0.3878336
chang,-2.179593069
changdong,-1.591806404
change,-0.326348516
changeable,-0.675515672
changebr,-0.675515672
changebut,-0.675515672
changed,-0.014286094
changedbr,-1.186341296
changedfor,0.710778689
changefinal,1.809390978
changeling,1.116243797
changeofpace,-0.675515672
changeover,-0.675515672
changer,1.116243797
changerbr,-0.675515672
changesbr,-0.270050564
changesthis,-0.675515672
changethe,-0.675515672
changi,-2.815581836
changing,-0.362832297
changingbr,0.305313581
changling,-1.08098078
chango,1.116243797
changwei,-0.675515672
chanis,-0.675515672
channel,0.305313581
channeland,-0.675515672
channelare,1.116243797
channelbr,1.116243797
channelcompany,-0.675515672
channeled,0.017631508
channeli,-1.08098078
channeling,0.385356289
channelling,-0.675515672
channelsbr,-0.3878336
channelsjust,0.710778689
channelsurfing,0.710778689
channelsurfs,1.116243797
channelthen,-0.675515672
channelwho,0.710778689
channelya,0.710778689
channing,-0.125469335
channingbr,0.423096617
channings,1.116243797
chans,-0.770825852
chanson,-0.675515672
chant,0.374306452
chantal,-1.08098078
chantbr,1.116243797
chanteuse,-0.3878336
chanting,0.017631508
chanwook,-2.815581836
chanwooks,0.017631508
chanâs,0.017631508
chao,-1.774127961
chaos,-0.270050564
chaosbr,-1.08098078
chaosconfusion,-0.675515672
chaotic,-0.361858113
chap,-0.675515672
chapa,-2.061810033
chapbr,0.710778689
chapeau,-0.675515672
chapel,0.017631508
chapelbr,1.116243797
chapelle,1.627069421
chapelles,1.116243797
chapentier,-0.675515672
